,chrom,start,end,expHops,bgHops,norm_bgHops,pValue,negLog10pValue,rejected,corrected_pValue,negLog10corrected,,Nearby gene,
3388,chr10,81633481,82024409,158,186,138.8914592,0.05945066,1.225843321,FALSE,0.132465075,0.877898609,,,
10660,chr16,88945864,89190068,40,40,30.65407724,0.059645275,1.224423956,FALSE,0.132831382,0.876699308,,,
16492,chr20,51117759,51141491,40,40,30.65407724,0.059645275,1.224423956,FALSE,0.132831382,0.876699308,,,
19053,chr3,146067223,146097547,40,40,30.65407724,0.059645275,1.224423956,FALSE,0.132831382,0.876699308,,,
20980,chr4,139229423,139293564,40,40,30.65407724,0.059645275,1.224423956,FALSE,0.132831382,0.876699308,,,
21590,chr5,16510141,16588157,40,40,30.65407724,0.059645275,1.224423956,FALSE,0.132831382,0.876699308,,,
22663,chr5,127762325,127854019,40,40,30.65407724,0.059645275,1.224423956,FALSE,0.132831382,0.876699308,,,
27823,chr8,96737104,96823961,40,40,30.65407724,0.059645275,1.224423956,FALSE,0.132831382,0.876699308,,,
170,chr1,23367776,23504754,28,26,20.2751502,0.059812517,1.223207921,FALSE,0.133078634,0.875891666,,,
278,chr1,37457291,37495014,28,26,20.2751502,0.059812517,1.223207921,FALSE,0.133078634,0.875891666,,,
3154,chr10,60942750,60964436,28,26,20.2751502,0.059812517,1.223207921,FALSE,0.133078634,0.875891666,,,
4885,chr11,107765080,107835721,28,26,20.2751502,0.059812517,1.223207921,FALSE,0.133078634,0.875891666,,,
9162,chr15,58922076,58951537,28,26,20.2751502,0.059812517,1.223207921,FALSE,0.133078634,0.875891666,,,
9984,chr16,13960144,14013436,28,26,20.2751502,0.059812517,1.223207921,FALSE,0.133078634,0.875891666,,,
11937,chr17,79811003,79829637,28,26,20.2751502,0.059812517,1.223207921,FALSE,0.133078634,0.875891666,,,
14167,chr2,85257057,85260299,28,26,20.2751502,0.059812517,1.223207921,FALSE,0.133078634,0.875891666,,,
15274,chr2,200787237,200809663,28,26,20.2751502,0.059812517,1.223207921,FALSE,0.133078634,0.875891666,,,
18749,chr3,107999192,107999375,28,26,20.2751502,0.059812517,1.223207921,FALSE,0.133078634,0.875891666,,,
25619,chr7,8587506,8602376,28,26,20.2751502,0.059812517,1.223207921,FALSE,0.133078634,0.875891666,,,
29665,chr9,125549182,125551261,28,26,20.2751502,0.059812517,1.223207921,FALSE,0.133078634,0.875891666,,,
30009,chrX,13402127,13487314,28,26,20.2751502,0.059812517,1.223207921,FALSE,0.133078634,0.875891666,,,
14984,chr2,175098265,175207914,78,86,64.75626606,0.05989484,1.222610591,FALSE,0.133251051,0.875329356,,,
21103,chr4,151254579,151525963,131,152,113.6854935,0.059898671,1.222582816,FALSE,0.133251051,0.875329356,,,
1783,chr1,182185673,182379100,99,112,84.03141626,0.060122053,1.220966194,FALSE,0.13371899,0.873806911,,,
8458,chr14,75536577,75725785,127,147,109.9787338,0.060120287,1.220978953,FALSE,0.13371899,0.873806911,,,
24049,chr6,69591746,69966552,127,147,109.9787338,0.060120287,1.220978953,FALSE,0.13371899,0.873806911,,,
21878,chr5,40294946,40723191,165,195,145.5636265,0.060479045,1.218395073,FALSE,0.134503264,0.871267177,,,
139,chr1,20619407,20785492,34,33,25.46461372,0.060617182,1.217404259,FALSE,0.134703389,0.870621478,,,
3638,chr10,100373254,100433230,34,33,25.46461372,0.060617182,1.217404259,FALSE,0.134703389,0.870621478,,,
3977,chr11,1833030,2190833,34,33,25.46461372,0.060617182,1.217404259,FALSE,0.134703389,0.870621478,,,
10545,chr16,81144863,81272891,34,33,25.46461372,0.060617182,1.217404259,FALSE,0.134703389,0.870621478,,,
11738,chr17,64653703,64661101,34,33,25.46461372,0.060617182,1.217404259,FALSE,0.134703389,0.870621478,,,
12154,chr18,2302804,2303402,34,33,25.46461372,0.060617182,1.217404259,FALSE,0.134703389,0.870621478,,,
14565,chr2,138491108,138494550,34,33,25.46461372,0.060617182,1.217404259,FALSE,0.134703389,0.870621478,,,
23356,chr6,12286960,12290973,34,33,25.46461372,0.060617182,1.217404259,FALSE,0.134703389,0.870621478,,,
27437,chr8,66713265,66714555,34,33,25.46461372,0.060617182,1.217404259,FALSE,0.134703389,0.870621478,,,
27632,chr8,89556314,89607314,34,33,25.46461372,0.060617182,1.217404259,FALSE,0.134703389,0.870621478,,,
30069,chrX,22166960,22334203,34,33,25.46461372,0.060617182,1.217404259,FALSE,0.134703389,0.870621478,,,
7416,chr13,90838311,90868402,45,46,35.10218882,0.0606433,1.217217174,FALSE,0.134751698,0.870465752,,,
10128,chr16,22476189,22595009,82,91,68.46302571,0.060717468,1.216686347,FALSE,0.134906761,0.869966283,,,
7771,chr14,33780991,33782179,50,52,39.55030041,0.060878088,1.215538999,FALSE,0.135214824,0.868975692,,,
13995,chr2,64402667,64511154,50,52,39.55030041,0.060878088,1.215538999,FALSE,0.135214824,0.868975692,,,
22344,chr5,90222227,90305853,50,52,39.55030041,0.060878088,1.215538999,FALSE,0.135214824,0.868975692,,,
23252,chr6,4402742,4488217,50,52,39.55030041,0.060878088,1.215538999,FALSE,0.135214824,0.868975692,,,
27898,chr8,100276221,100308001,50,52,39.55030041,0.060878088,1.215538999,FALSE,0.135214824,0.868975692,,,
485,chr1,77322863,77982402,187,223,166.3214806,0.060909029,1.215318326,FALSE,0.135273783,0.868786364,,,
98,chr1,15685669,15830321,20,17,13.60298283,0.061420905,1.211683787,FALSE,0.136174749,0.865903417,,,
731,chr1,109162403,109162451,20,17,13.60298283,0.061420905,1.211683787,FALSE,0.136174749,0.865903417,,,
2831,chr10,25382699,25385409,20,17,13.60298283,0.061420905,1.211683787,FALSE,0.136174749,0.865903417,,,
3514,chr10,91923638,91952235,20,17,13.60298283,0.061420905,1.211683787,FALSE,0.136174749,0.865903417,,,
4828,chr11,101187306,101189055,20,17,13.60298283,0.061420905,1.211683787,FALSE,0.136174749,0.865903417,,,
5763,chr12,58913257,58918738,20,17,13.60298283,0.061420905,1.211683787,FALSE,0.136174749,0.865903417,,,
6324,chr12,98503669,98509379,20,17,13.60298283,0.061420905,1.211683787,FALSE,0.136174749,0.865903417,,,
6440,chr12,110267138,110339714,20,17,13.60298283,0.061420905,1.211683787,FALSE,0.136174749,0.865903417,,,
11069,chr17,36140293,36186918,20,17,13.60298283,0.061420905,1.211683787,FALSE,0.136174749,0.865903417,,,
11426,chr17,59843494,59843498,20,17,13.60298283,0.061420905,1.211683787,FALSE,0.136174749,0.865903417,,,
11989,chr17,83227128,83227611,20,17,13.60298283,0.061420905,1.211683787,FALSE,0.136174749,0.865903417,,,
14918,chr2,169507587,169513187,20,17,13.60298283,0.061420905,1.211683787,FALSE,0.136174749,0.865903417,,,
16240,chr20,47360882,47360886,20,17,13.60298283,0.061420905,1.211683787,FALSE,0.136174749,0.865903417,,,
16549,chr20,53315693,53334998,20,17,13.60298283,0.061420905,1.211683787,FALSE,0.136174749,0.865903417,,,
19138,chr3,151558972,151630247,20,17,13.60298283,0.061420905,1.211683787,FALSE,0.136174749,0.865903417,,,
19807,chr3_KI270784v1_alt,76923,77248,20,17,13.60298283,0.061420905,1.211683787,FALSE,0.136174749,0.865903417,,,
20110,chr4,37508937,37525932,20,17,13.60298283,0.061420905,1.211683787,FALSE,0.136174749,0.865903417,,,
20635,chr4,98191365,98253688,20,17,13.60298283,0.061420905,1.211683787,FALSE,0.136174749,0.865903417,,,
20805,chr4,114317123,114318616,20,17,13.60298283,0.061420905,1.211683787,FALSE,0.136174749,0.865903417,,,
23035,chr5,174750757,174752203,20,17,13.60298283,0.061420905,1.211683787,FALSE,0.136174749,0.865903417,,,
23110,chr5_GL339449v2_alt,525,22207,20,17,13.60298283,0.061420905,1.211683787,FALSE,0.136174749,0.865903417,,,
25335,chr6_GL000254v2_alt,213729,219643,20,17,13.60298283,0.061420905,1.211683787,FALSE,0.136174749,0.865903417,,,
25845,chr7,35669330,35695813,20,17,13.60298283,0.061420905,1.211683787,FALSE,0.136174749,0.865903417,,,
26170,chr7,89681350,89692988,20,17,13.60298283,0.061420905,1.211683787,FALSE,0.136174749,0.865903417,,,
2330,chr1,230769600,231326194,138,161,120.3576609,0.061492772,1.21117593,FALSE,0.136324261,0.865426847,,,
2460,chr1,248677372,248928423,64,69,52.15328323,0.061635121,1.21017175,FALSE,0.136620152,0.864485237,,,
5430,chr12,40107965,40289362,64,69,52.15328323,0.061635121,1.21017175,FALSE,0.136620152,0.864485237,,,
5462,chr12,45300619,45382941,90,101,75.87654502,0.061901964,1.208295575,FALSE,0.137191871,0.862671622,,,
20496,chr4,86220258,86417610,90,101,75.87654502,0.061901964,1.208295575,FALSE,0.137191871,0.862671622,,,
21897,chr5,42772935,42981124,126,146,109.2373819,0.062369939,1.205024683,FALSE,0.138219078,0.859432007,,,
27813,chr8,96139156,96359306,122,141,105.5306223,0.06258121,1.203556043,FALSE,0.138677294,0.857994642,,,
30477,chrX,108400231,108705100,59,63,47.70517165,0.062729308,1.202529503,FALSE,0.138995463,0.856999374,,,
24053,chr6,70713631,71265615,118,136,101.8238626,0.062743553,1.202430889,FALSE,0.139017019,0.85693203,,,
4060,chr11,13669665,13738378,39,39,29.91272531,0.062759476,1.202320689,FALSE,0.139022269,0.856915627,,,
8273,chr14,66986581,67014984,39,39,29.91272531,0.062759476,1.202320689,FALSE,0.139022269,0.856915627,,,
18630,chr3,97248943,97284006,39,39,29.91272531,0.062759476,1.202320689,FALSE,0.139022269,0.856915627,,,
10349,chr16,64722325,65965335,215,259,193.0101501,0.062863191,1.20160358,FALSE,0.13924199,0.856229778,,,
29475,chr9,109793365,110142525,110,126,94.4103433,0.062896939,1.201370492,FALSE,0.139306715,0.85602795,,,
4926,chr11,113876044,113905562,27,25,19.53379827,0.062998962,1.200666605,FALSE,0.139422299,0.855667761,,,
5329,chr12,27177798,27180301,27,25,19.53379827,0.062998962,1.200666605,FALSE,0.139422299,0.855667761,,,
6953,chr13,33116425,33116897,27,25,19.53379827,0.062998962,1.200666605,FALSE,0.139422299,0.855667761,,,
15011,chr2,178402129,178414888,27,25,19.53379827,0.062998962,1.200666605,FALSE,0.139422299,0.855667761,,,
15358,chr2,207611855,207632505,27,25,19.53379827,0.062998962,1.200666605,FALSE,0.139422299,0.855667761,,,
22308,chr5,83438275,83475009,27,25,19.53379827,0.062998962,1.200666605,FALSE,0.139422299,0.855667761,,,
26179,chr7,90618734,90623786,27,25,19.53379827,0.062998962,1.200666605,FALSE,0.139422299,0.855667761,,,
28492,chr8,141264719,141339057,27,25,19.53379827,0.062998962,1.200666605,FALSE,0.139422299,0.855667761,,,
28495,chr8,142814899,142815254,27,25,19.53379827,0.062998962,1.200666605,FALSE,0.139422299,0.855667761,,,
30309,chrX,74179855,74183724,27,25,19.53379827,0.062998962,1.200666605,FALSE,0.139422299,0.855667761,,,
30770,chrY,25349956,25392607,27,25,19.53379827,0.062998962,1.200666605,FALSE,0.139422299,0.855667761,,,
15300,chr2,202040176,202247683,68,74,55.86004289,0.063112709,1.19988318,FALSE,0.139663986,0.854915568,,,
25516,chr7,333452,789418,81,90,67.72167378,0.063365388,1.198147901,FALSE,0.140213065,0.853211518,,,
4909,chr11,110314251,110356644,54,57,43.25706006,0.063532256,1.19700572,FALSE,0.140562091,0.852131791,,,
9930,chr16,8936392,9047354,54,57,43.25706006,0.063532256,1.19700572,FALSE,0.140562091,0.852131791,,,
20859,chr4,122839201,123014736,44,45,34.36083689,0.063747559,1.195536437,FALSE,0.141008025,0.850756169,,,
25781,chr7,29437928,29485733,44,45,34.36083689,0.063747559,1.195536437,FALSE,0.141008025,0.850756169,,,
26116,chr7,82594393,82699759,44,45,34.36083689,0.063747559,1.195536437,FALSE,0.141008025,0.850756169,,,
124,chr1,17475236,17586414,33,32,24.72326179,0.063841934,1.194893966,FALSE,0.141115345,0.850425759,,,
1303,chr1,148951701,148966238,33,32,24.72326179,0.063841934,1.194893966,FALSE,0.141115345,0.850425759,,,
3603,chr10,99010364,99141170,33,32,24.72326179,0.063841934,1.194893966,FALSE,0.141115345,0.850425759,,,
5712,chr12,56722255,56727318,33,32,24.72326179,0.063841934,1.194893966,FALSE,0.141115345,0.850425759,,,
6793,chr13,22945679,22979095,33,32,24.72326179,0.063841934,1.194893966,FALSE,0.141115345,0.850425759,,,
13146,chr19,50144803,50205167,33,32,24.72326179,0.063841934,1.194893966,FALSE,0.141115345,0.850425759,,,
16158,chr20,42194273,42225572,33,32,24.72326179,0.063841934,1.194893966,FALSE,0.141115345,0.850425759,,,
17548,chr22,35367358,35399674,33,32,24.72326179,0.063841934,1.194893966,FALSE,0.141115345,0.850425759,,,
23795,chr6,40908206,41021676,33,32,24.72326179,0.063841934,1.194893966,FALSE,0.141115345,0.850425759,,,
27888,chr8,99802724,99819874,33,32,24.72326179,0.063841934,1.194893966,FALSE,0.141115345,0.850425759,,,
11669,chr17,62805309,62807046,49,51,38.80894848,0.063926575,1.194318566,FALSE,0.141282137,0.849912744,,,
16311,chr20,47799878,47817660,49,51,38.80894848,0.063926575,1.194318566,FALSE,0.141282137,0.849912744,,,
24457,chr6,110953791,111115766,85,95,71.42843344,0.064012538,1.193734956,FALSE,0.141461962,0.849360323,,,
2307,chr1,226724008,227252732,189,226,168.5455364,0.064166603,1.192690949,FALSE,0.141792251,0.848347503,,,
886,chr1,115711363,115711367,19,16,12.86163089,0.064485052,1.190540946,FALSE,0.142260987,0.846914183,,,
3542,chr10,93548046,93548841,19,16,12.86163089,0.064485052,1.190540946,FALSE,0.142260987,0.846914183,,,
5301,chr12,25386538,25387607,19,16,12.86163089,0.064485052,1.190540946,FALSE,0.142260987,0.846914183,,,
7330,chr13,73096795,73129771,19,16,12.86163089,0.064485052,1.190540946,FALSE,0.142260987,0.846914183,,,
7965,chr14,45631247,45636252,19,16,12.86163089,0.064485052,1.190540946,FALSE,0.142260987,0.846914183,,,
8629,chr14,93259162,93259213,19,16,12.86163089,0.064485052,1.190540946,FALSE,0.142260987,0.846914183,,,
10926,chr17,16146075,16150764,19,16,12.86163089,0.064485052,1.190540946,FALSE,0.142260987,0.846914183,,,
10951,chr17,17947158,17948004,19,16,12.86163089,0.064485052,1.190540946,FALSE,0.142260987,0.846914183,,,
13649,chr2,26761592,26794905,19,16,12.86163089,0.064485052,1.190540946,FALSE,0.142260987,0.846914183,,,
15307,chr2,202534526,202578244,19,16,12.86163089,0.064485052,1.190540946,FALSE,0.142260987,0.846914183,,,
15417,chr2,212913762,212923849,19,16,12.86163089,0.064485052,1.190540946,FALSE,0.142260987,0.846914183,,,
16997,chr21,18772030,18772732,19,16,12.86163089,0.064485052,1.190540946,FALSE,0.142260987,0.846914183,,,
18556,chr3,87317491,87320583,19,16,12.86163089,0.064485052,1.190540946,FALSE,0.142260987,0.846914183,,,
19225,chr3,158725465,158725469,19,16,12.86163089,0.064485052,1.190540946,FALSE,0.142260987,0.846914183,,,
20397,chr4,74939707,74944344,19,16,12.86163089,0.064485052,1.190540946,FALSE,0.142260987,0.846914183,,,
21934,chr5,44536629,44539818,19,16,12.86163089,0.064485052,1.190540946,FALSE,0.142260987,0.846914183,,,
22830,chr5,143506796,143507283,19,16,12.86163089,0.064485052,1.190540946,FALSE,0.142260987,0.846914183,,,
25234,chr6_GL000252v2_alt,3500,24284,19,16,12.86163089,0.064485052,1.190540946,FALSE,0.142260987,0.846914183,,,
27765,chr8,94335681,94341367,19,16,12.86163089,0.064485052,1.190540946,FALSE,0.142260987,0.846914183,,,
27859,chr8,98555292,98559075,19,16,12.86163089,0.064485052,1.190540946,FALSE,0.142260987,0.846914183,,,
27941,chr8,101368700,101368704,19,16,12.86163089,0.064485052,1.190540946,FALSE,0.142260987,0.846914183,,,
28384,chr8,128837895,128840629,19,16,12.86163089,0.064485052,1.190540946,FALSE,0.142260987,0.846914183,,,
30635,chrX,141573649,141575514,19,16,12.86163089,0.064485052,1.190540946,FALSE,0.142260987,0.846914183,,,
2830,chr10,25318206,25382436,63,68,51.4119313,0.064530779,1.19023309,FALSE,0.142331255,0.84669972,,,
22964,chr5,168699994,169184689,63,68,51.4119313,0.064530779,1.19023309,FALSE,0.142331255,0.84669972,,,
28245,chr8,122885545,123009253,63,68,51.4119313,0.064530779,1.19023309,FALSE,0.142331255,0.84669972,,,
20368,chr4,74157069,74318287,97,110,82.5487124,0.065145841,1.186113307,FALSE,0.143667261,0.842642189,,,
24460,chr6,111231092,111466886,97,110,82.5487124,0.065145841,1.186113307,FALSE,0.143667261,0.842642189,,,
26244,chr7,96053592,96362079,101,115,86.25547206,0.065304493,1.185056936,FALSE,0.14400682,0.84161694,,,
19152,chr3,152026605,152211771,76,84,63.2735622,0.065328254,1.184898946,FALSE,0.144038574,0.841521187,,,
23182,chr5_KI270897v1_alt,450068,609693,76,84,63.2735622,0.065328254,1.184898946,FALSE,0.144038574,0.841521187,,,
6569,chr12,120731895,121058230,109,125,93.66899137,0.065364644,1.184657097,FALSE,0.144108483,0.841310454,,,
16223,chr20,47205317,47249174,105,120,89.96223171,0.065374076,1.184594436,FALSE,0.144118951,0.841278907,,,
5217,chr12,14833315,14837336,58,62,46.96381972,0.065739956,1.182170593,FALSE,0.14487365,0.839010597,,,
6915,chr13,30792895,30880834,58,62,46.96381972,0.065739956,1.182170593,FALSE,0.14487365,0.839010597,,,
21838,chr5,37738127,37756302,58,62,46.96381972,0.065739956,1.182170593,FALSE,0.14487365,0.839010597,,,
24288,chr6,93247250,93342607,58,62,46.96381972,0.065739956,1.182170593,FALSE,0.14487365,0.839010597,,,
27553,chr8,82863569,83132323,58,62,46.96381972,0.065739956,1.182170593,FALSE,0.14487365,0.839010597,,,
5236,chr12,15912854,16136114,67,73,55.11869096,0.066020498,1.180321205,FALSE,0.145481474,0.837192308,,,
3338,chr10,75457841,75746276,38,38,29.17137338,0.066051647,1.180116349,FALSE,0.145529271,0.837049645,,,
15914,chr20,17968067,18009860,38,38,29.17137338,0.066051647,1.180116349,FALSE,0.145529271,0.837049645,,,
5780,chr12,59981199,60070846,80,89,66.98032185,0.066127922,1.179615124,FALSE,0.145686895,0.836579514,,,
757,chr1,109948535,109959826,26,24,18.79244634,0.066374665,1.177997661,FALSE,0.146084076,0.835397122,,,
4683,chr11,79698607,79803759,26,24,18.79244634,0.066374665,1.177997661,FALSE,0.146084076,0.835397122,,,
4890,chr11,107913284,108008771,26,24,18.79244634,0.066374665,1.177997661,FALSE,0.146084076,0.835397122,,,
5853,chr12,64608608,64609543,26,24,18.79244634,0.066374665,1.177997661,FALSE,0.146084076,0.835397122,,,
10001,chr16,14389134,14406668,26,24,18.79244634,0.066374665,1.177997661,FALSE,0.146084076,0.835397122,,,
11700,chr17,63549529,63558776,26,24,18.79244634,0.066374665,1.177997661,FALSE,0.146084076,0.835397122,,,
16189,chr20,44713021,44728592,26,24,18.79244634,0.066374665,1.177997661,FALSE,0.146084076,0.835397122,,,
17059,chr21,22724831,22782000,26,24,18.79244634,0.066374665,1.177997661,FALSE,0.146084076,0.835397122,,,
19779,chr3_KI270777v1_alt,126823,164257,26,24,18.79244634,0.066374665,1.177997661,FALSE,0.146084076,0.835397122,,,
20487,chr4,85486731,85490613,26,24,18.79244634,0.066374665,1.177997661,FALSE,0.146084076,0.835397122,,,
21953,chr5,50650578,50651830,26,24,18.79244634,0.066374665,1.177997661,FALSE,0.146084076,0.835397122,,,
22681,chr5,129134092,129140493,26,24,18.79244634,0.066374665,1.177997661,FALSE,0.146084076,0.835397122,,,
29021,chr9,78818878,78864846,26,24,18.79244634,0.066374665,1.177997661,FALSE,0.146084076,0.835397122,,,
30637,chrX,141597576,141600773,26,24,18.79244634,0.066374665,1.177997661,FALSE,0.146084076,0.835397122,,,
1260,chr1,148189498,148285823,132,154,115.1681974,0.066414625,1.177736274,FALSE,0.146161572,0.835166795,,,
14348,chr2,110992285,111050453,53,56,42.51570813,0.066650417,1.176197132,FALSE,0.146669999,0.833658711,,,
2262,chr1,223726716,223860297,43,44,33.61948496,0.067023085,1.173775589,FALSE,0.147426832,0.831423467,,,
2548,chr10,4674710,4721545,43,44,33.61948496,0.067023085,1.173775589,FALSE,0.147426832,0.831423467,,,
12411,chr18,31279052,31368486,43,44,33.61948496,0.067023085,1.173775589,FALSE,0.147426832,0.831423467,,,
23759,chr6,37108258,37162533,43,44,33.61948496,0.067023085,1.173775589,FALSE,0.147426832,0.831423467,,,
25794,chr7,30309315,30335123,43,44,33.61948496,0.067023085,1.173775589,FALSE,0.147426832,0.831423467,,,
27340,chr8,55878892,55948147,43,44,33.61948496,0.067023085,1.173775589,FALSE,0.147426832,0.831423467,,,
11887,chr17,75255286,75361298,48,50,38.06759655,0.06713717,1.173036971,FALSE,0.14765667,0.83074693,,,
18800,chr3,113754844,113848013,48,50,38.06759655,0.06713717,1.173036971,FALSE,0.14765667,0.83074693,,,
2281,chr1,224494667,224731985,71,78,58.82545061,0.06724063,1.172368225,FALSE,0.147773864,0.830402371,,,
2949,chr10,34421603,34442567,32,31,23.98190986,0.067257685,1.172258086,FALSE,0.147773864,0.830402371,,,
3120,chr10,59947326,59965273,32,31,23.98190986,0.067257685,1.172258086,FALSE,0.147773864,0.830402371,,,
5307,chr12,25499673,25501871,32,31,23.98190986,0.067257685,1.172258086,FALSE,0.147773864,0.830402371,,,
9616,chr15,92922107,92959426,32,31,23.98190986,0.067257685,1.172258086,FALSE,0.147773864,0.830402371,,,
9991,chr16,14152627,14232846,88,99,74.39384116,0.067233845,1.172412052,FALSE,0.147773864,0.830402371,,,
12665,chr18,75802170,75823715,32,31,23.98190986,0.067257685,1.172258086,FALSE,0.147773864,0.830402371,,,
18001,chr3,24363307,24365442,32,31,23.98190986,0.067257685,1.172258086,FALSE,0.147773864,0.830402371,,,
21475,chr5,2759626,2795510,32,31,23.98190986,0.067257685,1.172258086,FALSE,0.147773864,0.830402371,,,
27404,chr8,63226116,63342125,32,31,23.98190986,0.067257685,1.172258086,FALSE,0.147773864,0.830402371,,,
27909,chr8,100554422,100642317,71,78,58.82545061,0.06724063,1.172368225,FALSE,0.147773864,0.830402371,,,
28359,chr8,127782419,127782897,32,31,23.98190986,0.067257685,1.172258086,FALSE,0.147773864,0.830402371,,,
29703,chr9,128072536,128072720,32,31,23.98190986,0.067257685,1.172258086,FALSE,0.147773864,0.830402371,,,
30047,chrX,18722456,18830864,32,31,23.98190986,0.067257685,1.172258086,FALSE,0.147773864,0.830402371,,,
1801,chr1,183185839,183188094,18,15,12.12027896,0.067692061,1.169462261,FALSE,0.148399786,0.828566724,,,
1975,chr1,200091662,200119045,62,67,50.67057937,0.067565884,1.170272538,FALSE,0.148399786,0.828566724,,,
3850,chr10,123180649,123180809,18,15,12.12027896,0.067692061,1.169462261,FALSE,0.148399786,0.828566724,,,
6669,chr12,130044010,130079399,18,15,12.12027896,0.067692061,1.169462261,FALSE,0.148399786,0.828566724,,,
8006,chr14,50005524,50013529,18,15,12.12027896,0.067692061,1.169462261,FALSE,0.148399786,0.828566724,,,
8167,chr14,61489858,61513275,18,15,12.12027896,0.067692061,1.169462261,FALSE,0.148399786,0.828566724,,,
9120,chr15,55435574,55477260,18,15,12.12027896,0.067692061,1.169462261,FALSE,0.148399786,0.828566724,,,
9839,chr16,712813,712817,18,15,12.12027896,0.067692061,1.169462261,FALSE,0.148399786,0.828566724,,,
9857,chr16,1705321,1722240,18,15,12.12027896,0.067692061,1.169462261,FALSE,0.148399786,0.828566724,,,
12944,chr19,27792289,27815268,18,15,12.12027896,0.067692061,1.169462261,FALSE,0.148399786,0.828566724,,,
14067,chr2,70247621,70250556,18,15,12.12027896,0.067692061,1.169462261,FALSE,0.148399786,0.828566724,,,
14338,chr2,109690656,109693679,18,15,12.12027896,0.067692061,1.169462261,FALSE,0.148399786,0.828566724,,,
15277,chr2,200861635,200867359,18,15,12.12027896,0.067692061,1.169462261,FALSE,0.148399786,0.828566724,,,
15842,chr20,10251671,10511467,116,134,100.3411587,0.06762983,1.169861702,FALSE,0.148399786,0.828566724,,,
16959,chr21,15293291,15293589,18,15,12.12027896,0.067692061,1.169462261,FALSE,0.148399786,0.828566724,,,
17085,chr21,26820438,26849586,18,15,12.12027896,0.067692061,1.169462261,FALSE,0.148399786,0.828566724,,,
17754,chr2_KI270767v1_alt,105759,114368,18,15,12.12027896,0.067692061,1.169462261,FALSE,0.148399786,0.828566724,,,
18115,chr3,39419029,39419928,18,15,12.12027896,0.067692061,1.169462261,FALSE,0.148399786,0.828566724,,,
18581,chr3,89503749,89504270,18,15,12.12027896,0.067692061,1.169462261,FALSE,0.148399786,0.828566724,,,
19587,chr3,187917566,187918035,18,15,12.12027896,0.067692061,1.169462261,FALSE,0.148399786,0.828566724,,,
20264,chr4,55340046,55347219,18,15,12.12027896,0.067692061,1.169462261,FALSE,0.148399786,0.828566724,,,
20507,chr4,86676680,86707899,18,15,12.12027896,0.067692061,1.169462261,FALSE,0.148399786,0.828566724,,,
20708,chr4,102826488,102828875,18,15,12.12027896,0.067692061,1.169462261,FALSE,0.148399786,0.828566724,,,
20873,chr4,124939947,124940529,18,15,12.12027896,0.067692061,1.169462261,FALSE,0.148399786,0.828566724,,,
22833,chr5,143561414,143593432,18,15,12.12027896,0.067692061,1.169462261,FALSE,0.148399786,0.828566724,,,
25918,chr7,47600917,47605255,18,15,12.12027896,0.067692061,1.169462261,FALSE,0.148399786,0.828566724,,,
26421,chr7,108349834,108351689,18,15,12.12027896,0.067692061,1.169462261,FALSE,0.148399786,0.828566724,,,
26787,chr7,141926108,141962874,18,15,12.12027896,0.067692061,1.169462261,FALSE,0.148399786,0.828566724,,,
27979,chr8,101606559,101606587,18,15,12.12027896,0.067692061,1.169462261,FALSE,0.148399786,0.828566724,,,
28975,chr9,76545257,76545337,18,15,12.12027896,0.067692061,1.169462261,FALSE,0.148399786,0.828566724,,,
30148,chrX,41889768,41921433,18,15,12.12027896,0.067692061,1.169462261,FALSE,0.148399786,0.828566724,,,
28031,chr8,103404173,103512807,96,109,81.80736047,0.06780831,1.16871708,FALSE,0.148644046,0.827852481,,,
17185,chr21,38562414,38784441,139,163,121.8403647,0.067915757,1.168029457,FALSE,0.148868978,0.827195794,,,
1118,chr1,144419631,144484609,100,114,85.51412013,0.067934516,1.167909517,FALSE,0.148888886,0.827137719,,,
7837,chr14,36945211,37113052,100,114,85.51412013,0.067934516,1.167909517,FALSE,0.148888886,0.827137719,,,
24436,chr6,109643582,109877675,104,119,89.22087978,0.067969912,1.167683292,FALSE,0.148955854,0.826942424,,,
9267,chr15,68471764,68810369,75,83,62.53221027,0.068226955,1.166044014,FALSE,0.149508515,0.825334073,,,
21617,chr5,18284321,18624157,176,210,156.6839055,0.068428463,1.164763217,FALSE,0.14993941,0.824084201,,,
1621,chr1,169111599,169156320,57,61,46.22246779,0.068900317,1.161778779,FALSE,0.150941088,0.821192525,,,
11061,chr17,34885430,35079548,57,61,46.22246779,0.068900317,1.161778779,FALSE,0.150941088,0.821192525,,,
28672,chr9,13084091,13097034,57,61,46.22246779,0.068900317,1.161778779,FALSE,0.150941088,0.821192525,,,
2967,chr10,38285548,38462400,79,88,66.23896992,0.069009921,1.161088468,FALSE,0.151170437,0.82053313,,,
4010,chr11,9084361,9140452,66,72,54.37733903,0.069064328,1.160746206,FALSE,0.151257318,0.820283603,,,
22281,chr5,79171786,79245324,66,72,54.37733903,0.069064328,1.160746206,FALSE,0.151257318,0.820283603,,,
22991,chr5,172753276,172892246,66,72,54.37733903,0.069064328,1.160746206,FALSE,0.151257318,0.820283603,,,
4270,chr11,43310297,43358061,37,37,28.43002144,0.06953348,1.157806037,FALSE,0.152219803,0.817528845,,,
18340,chr3,64151362,64161209,37,37,28.43002144,0.06953348,1.157806037,FALSE,0.152219803,0.817528845,,,
